timestamp,temperature_c,vibration_mm_s,pressure_bar
2025-01-01 22:00:00,16.89,1.784,1.02057
2025-01-01 23:00:00,16.44,2.11,1.01998
2025-01-02 00:00:00,15.26,0.903,1.02154
2025-01-02 01:00:00,15.48,0.986,1.01816
2025-01-02 02:00:00,16.02,1.277,1.01943
2025-01-02 03:00:00,16.86,1.62,1.02031
2025-01-02 04:00:00,17.94,1.341,1.0210599999999999
2025-01-02 05:00:00,19.19,0.996,1.01872
2025-01-02 06:00:00,20.52,1.092,1.02152
2025-01-02 07:00:00,21.86,1.474,1.02263
2025-01-02 08:00:00,23.11,1.179,1.01867
2025-01-02 09:00:00,24.19,1.241,1.0248599999999999
2025-01-02 10:00:00,25.03,1.147,1.02438
2025-01-02 11:00:00,25.57,1.653,1.0229
2025-01-02 12:00:00,25.79,1.327,1.02426
2025-01-02 13:00:00,25.66,1.28,1.02174
2025-01-02 14:00:00,25.2,1.497,1.02278
2025-01-02 15:00:00,24.45,1.476,1.02335
2025-01-02 16:00:00,23.46,1.442,1.02109
2025-01-02 17:00:00,22.3,1.59,1.0226
2025-01-02 18:00:00,21.05,1.494,1.02214
2025-01-02 19:00:00,19.8,1.677,1.0238
2025-01-02 20:00:00,18.64,1.806,1.02433
2025-01-02 21:00:00,17.64,2.078,1.02193
2025-01-02 22:00:00,16.89,1.799,1.02591
2025-01-02 23:00:00,16.44,1.67,1.0236
2025-01-03 00:00:00,15.26,0.764,1.0256800000000001
2025-01-03 01:00:00,15.48,0.868,1.02363
2025-01-03 02:00:00,16.02,1.104,1.0246199999999999
2025-01-03 03:00:00,16.86,1.04,1.0245799999999998
2025-01-03 04:00:00,17.94,0.95,1.02326
2025-01-03 05:00:00,19.19,0.94,1.0241300000000002
2025-01-03 06:00:00,20.52,1.016,1.02424
2025-01-03 07:00:00,21.86,1.277,1.02555
2025-01-03 08:00:00,23.11,1.201,1.01968
2025-01-03 09:00:00,24.19,1.125,1.02599
2025-01-03 10:00:00,25.03,1.141,1.01892
2025-01-03 11:00:00,25.57,1.37,1.02099
2025-01-03 12:00:00,25.79,1.254,1.02215
2025-01-03 13:00:00,25.66,1.331,1.01976
2025-01-03 14:00:00,25.2,1.389,1.01985
2025-01-03 15:00:00,24.45,1.393,1.0229
2025-01-03 16:00:00,23.46,1.559,1.02267
2025-01-03 17:00:00,22.3,1.453,1.01985
2025-01-03 18:00:00,21.05,1.487,1.0149299999999999
2025-01-03 19:00:00,19.8,1.673,1.02328
2025-01-03 20:00:00,18.64,1.803,1.01821
2025-01-03 21:00:00,17.64,1.737,1.01669
2025-01-03 22:00:00,16.89,1.809,1.0190599999999999
2025-01-03 23:00:00,16.44,1.786,1.02059
2025-01-04 00:00:00,15.26,1.36,1.01626
2025-01-04 01:00:00,15.48,1.198,1.01742
2025-01-04 02:00:00,16.02,0.859,1.01782
2025-01-04 03:00:00,16.86,0.968,1.01665
2025-01-04 04:00:00,17.94,1.601,1.01691
2025-01-04 05:00:00,19.19,1.088,1.01439
2025-01-04 06:00:00,20.52,1.039,1.0194
2025-01-04 07:00:00,21.86,1.245,1.01869
2025-01-04 08:00:00,23.11,1.11,1.0170299999999999
2025-01-04 09:00:00,24.19,1.299,1.0141499999999999
2025-01-04 10:00:00,25.03,1.472,1.01157
2025-01-04 11:00:00,25.57,1.411,1.01102
2025-01-04 12:00:00,25.79,1.293,1.0123
2025-01-04 13:00:00,25.66,1.295,1.01359
2025-01-04 14:00:00,25.2,1.361,1.01009
2025-01-04 15:00:00,24.45,1.388,1.00809
2025-01-04 16:00:00,23.46,1.679,1.01156
2025-01-04 17:00:00,22.3,1.505,1.00918
2025-01-04 18:00:00,21.05,1.497,1.01363
2025-01-04 19:00:00,19.8,1.741,1.01097
2025-01-04 20:00:00,18.64,1.65,1.01187
2025-01-04 21:00:00,17.64,1.661,1.01305
2025-01-04 22:00:00,16.89,1.827,1.00886
2025-01-04 23:00:00,16.44,1.697,1.0095800000000001
2025-01-05 00:00:00,15.26,0.996,1.01096
2025-01-05 01:00:00,15.48,1.266,1.0055
2025-01-05 02:00:00,16.02,0.877,1.0087899999999999
2025-01-05 03:00:00,16.86,0.995,1.00856
2025-01-05 04:00:00,17.94,0.905,1.0062200000000001
2025-01-05 05:00:00,19.19,0.998,1.00756
2025-01-05 06:00:00,20.52,1.043,1.0047300000000001
2025-01-05 07:00:00,21.86,1.355,1.00853
2025-01-05 08:00:00,23.11,1.223,1.00284
2025-01-05 09:00:00,24.19,1.191,1.00656
2025-01-05 10:00:00,25.03,1.253,1.00746
2025-01-05 11:00:00,25.57,1.37,1.00603
2025-01-05 12:00:00,25.79,1.443,1.0048
2025-01-05 13:00:00,25.66,1.275,1.0067300000000001
2025-01-05 14:00:00,25.2,1.396,1.00033
2025-01-05 15:00:00,24.45,1.479,1.00801
2025-01-05 16:00:00,23.46,1.677,1.00302
2025-01-05 17:00:00,22.3,1.82,1.00257
2025-01-05 18:00:00,21.05,2.085,1.00577
2025-01-05 19:00:00,19.8,1.538,1.00245
2025-01-05 20:00:00,18.64,1.652,1.00499
2025-01-05 21:00:00,17.64,1.73,1.00457
2025-01-05 22:00:00,16.89,1.748,1.0047000000000001
2025-01-05 23:00:00,16.44,1.986,1.00201
2025-01-06 00:00:00,15.26,0.775,1.00193
2025-01-06 01:00:00,15.48,0.992,1.00124
2025-01-06 02:00:00,16.02,1.095,1.00099
2025-01-06 03:00:00,16.86,0.88,1.00253
2025-01-06 04:00:00,17.94,0.903,1.00484
2025-01-06 05:00:00,19.19,1.044,1.00213
2025-01-06 06:00:00,20.52,1.019,1.00599
2025-01-06 07:00:00,21.86,1.037,1.00359
2025-01-06 08:00:00,23.11,1.146,1.00331
2025-01-06 09:00:00,24.19,1.288,1.00324
2025-01-06 10:00:00,25.03,1.313,1.0006599999999999
2025-01-06 11:00:00,25.57,1.214,1.00451
2025-01-06 12:00:00,25.79,1.262,1.00379
2025-01-06 13:00:00,25.66,1.734,1.00513
2025-01-06 14:00:00,25.2,1.422,1.00338
2025-01-06 15:00:00,24.45,1.5,1.00579
2025-01-06 16:00:00,23.46,1.387,1.00424
2025-01-06 17:00:00,22.3,1.452,1.00271
2025-01-06 18:00:00,21.05,1.489,1.00511
2025-01-06 19:00:00,19.8,1.578,1.00371
2025-01-06 20:00:00,18.64,1.584,1.00028
2025-01-06 21:00:00,17.64,1.808,1.00331
2025-01-06 22:00:00,16.89,1.744,1.00344
2025-01-06 23:00:00,16.44,1.673,1.00047
2025-01-07 00:00:00,15.26,0.903,1.00543
2025-01-07 01:00:00,15.48,0.849,1.00747
2025-01-07 02:00:00,16.02,1.093,1.00632
2025-01-07 03:00:00,16.86,1.055,1.007
2025-01-07 04:00:00,17.94,1.218,1.00967
2025-01-07 05:00:00,19.19,1.078,1.01021
2025-01-07 06:00:00,20.52,1.086,1.0073400000000001
2025-01-07 07:00:00,21.86,1.243,1.00889
2025-01-07 08:00:00,23.11,1.161,1.0038200000000002
2025-01-07 09:00:00,24.19,1.138,1.00959
2025-01-07 10:00:00,25.03,1.25,1.00685
2025-01-07 11:00:00,25.57,1.243,1.00866
2025-01-07 12:00:00,25.79,1.602,1.00884
2025-01-07 13:00:00,25.66,1.981,1.01125
2025-01-07 14:00:00,25.2,1.406,1.01378
2025-01-07 15:00:00,24.45,1.895,1.01047
2025-01-07 16:00:00,23.46,1.385,1.01123
2025-01-07 17:00:00,22.3,2.002,1.00997
2025-01-07 18:00:00,21.05,1.713,1.00814
2025-01-07 19:00:00,19.8,1.77,1.01309
2025-01-07 20:00:00,18.64,1.72,1.01063
2025-01-07 21:00:00,17.64,1.848,1.01526
2025-01-07 22:00:00,16.89,1.718,1.0128
2025-01-07 23:00:00,16.44,1.828,1.01248
2025-01-01 00:00:00,15.68,0.908,1.01468
2025-01-01 01:00:00,15.96,0.972,1.01475
2025-01-01 02:00:00,16.57,0.93,1.0137
2025-01-01 03:00:00,17.48,1.385,1.01498
2025-01-01 04:00:00,18.63,1.453,1.01329
2025-01-01 05:00:00,19.95,0.995,1.01205
2025-01-01 06:00:00,21.35,1.108,1.01583
2025-01-01 07:00:00,22.76,1.178,1.01768
2025-01-01 08:00:00,24.08,1.139,1.01375
2025-01-01 09:00:00,25.23,1.113,1.01414
2025-01-01 10:00:00,26.13,1.309,1.0156399999999999
2025-01-01 11:00:00,26.74,1.35,1.01751
2025-01-01 12:00:00,27.03,1.621,1.01915
2025-01-01 13:00:00,26.97,1.625,1.0184
2025-01-01 14:00:00,26.58,1.569,1.01645
2025-01-01 15:00:00,25.9,1.394,1.01804
2025-01-01 16:00:00,24.98,1.408,1.01858
2025-01-01 17:00:00,23.89,1.576,1.0176699999999999
2025-01-01 18:00:00,22.7,1.693,1.01714
2025-01-01 19:00:00,21.52,1.861,1.01921
2025-01-01 20:00:00,20.43,1.888,1.01852
2025-01-01 21:00:00,19.51,1.604,1.01823
2025-01-01 22:00:00,18.82,2.066,1.02293
2025-01-01 23:00:00,18.44,1.685,1.02076
2025-01-02 00:00:00,15.68,0.945,1.0178099999999999
2025-01-02 01:00:00,15.96,0.838,1.02085
2025-01-02 02:00:00,16.57,0.821,1.01983
2025-01-02 03:00:00,17.48,0.92,1.0217100000000001
2025-01-02 04:00:00,18.63,1.188,1.0236
2025-01-02 05:00:00,19.95,0.953,1.02311
2025-01-02 06:00:00,21.35,1.147,1.02369
2025-01-02 07:00:00,22.76,1.089,1.02332
2025-01-02 08:00:00,24.08,1.146,1.02402
2025-01-02 09:00:00,25.23,1.2,1.02331
2025-01-02 10:00:00,26.13,1.495,1.02211
2025-01-02 11:00:00,26.74,1.315,1.02372
2025-01-02 12:00:00,27.03,1.744,1.0243900000000001
2025-01-02 13:00:00,26.97,1.328,1.0236699999999999
2025-01-02 14:00:00,26.58,1.341,1.0243900000000001
2025-01-02 15:00:00,25.9,1.418,1.0179500000000001
2025-01-02 16:00:00,24.98,1.394,1.0243
2025-01-02 17:00:00,23.89,1.566,1.0246
2025-01-02 18:00:00,22.7,2.62,1.02298
2025-01-02 19:00:00,21.52,1.595,1.02009
2025-01-02 20:00:00,20.43,2.185,1.02374
2025-01-02 21:00:00,19.51,1.728,1.02354
2025-01-02 22:00:00,18.82,1.945,1.02488
2025-01-02 23:00:00,18.44,1.82,1.02157
2025-01-03 00:00:00,15.68,0.991,1.02225
2025-01-03 01:00:00,15.96,0.913,1.01897
2025-01-03 02:00:00,16.57,1.013,1.024
2025-01-03 03:00:00,17.48,1.009,1.01674
2025-01-03 04:00:00,18.63,1.15,1.02451
2025-01-03 05:00:00,19.95,0.964,1.02287
2025-01-03 06:00:00,21.35,1.202,1.02015
2025-01-03 07:00:00,22.76,1.076,1.01753
2025-01-03 08:00:00,24.08,1.097,1.02199
2025-01-03 09:00:00,25.23,1.261,1.02159
2025-01-03 10:00:00,26.13,1.456,1.01854
2025-01-03 11:00:00,26.74,1.323,1.0202
2025-01-03 12:00:00,27.03,1.29,1.02157
2025-01-03 13:00:00,26.97,1.698,1.02044
2025-01-03 14:00:00,26.58,1.342,1.02341
2025-01-03 15:00:00,25.9,1.733,1.0183200000000001
2025-01-03 16:00:00,24.98,1.527,1.01725
2025-01-03 17:00:00,23.89,2.171,1.02202
2025-01-03 18:00:00,22.7,1.5,1.02035
2025-01-03 19:00:00,21.52,1.611,1.0185
2025-01-03 20:00:00,20.43,1.543,1.02158
2025-01-03 21:00:00,19.51,1.631,1.02048
2025-01-03 22:00:00,18.82,2.016,1.01743
2025-01-03 23:00:00,18.44,1.754,1.02066
2025-01-04 00:00:00,15.68,1.426,1.01994
2025-01-04 01:00:00,15.96,0.783,1.01519
2025-01-04 02:00:00,16.57,1.069,1.01665
2025-01-04 03:00:00,17.48,1.041,1.0138099999999999
2025-01-04 04:00:00,18.63,0.959,1.01549
2025-01-04 05:00:00,19.95,1.494,1.01667
2025-01-04 06:00:00,21.35,1.043,1.01688
2025-01-04 07:00:00,22.76,1.404,1.0184199999999999
2025-01-04 08:00:00,24.08,1.093,1.01759
2025-01-04 09:00:00,25.23,1.893,1.01489
2025-01-04 10:00:00,26.13,1.42,1.01495
2025-01-04 11:00:00,26.74,1.254,1.01342
2025-01-04 12:00:00,27.03,1.462,1.01678
2025-01-04 13:00:00,26.97,1.339,1.0096100000000001
2025-01-04 14:00:00,26.58,1.39,1.0138
2025-01-04 15:00:00,25.9,1.626,1.00902
2025-01-04 16:00:00,24.98,1.841,1.0127599999999999
2025-01-04 17:00:00,23.89,1.727,1.0095
2025-01-04 18:00:00,22.7,1.672,1.00909
2025-01-04 19:00:00,21.52,1.774,1.00836
2025-01-04 20:00:00,20.43,1.88,1.01096
2025-01-04 21:00:00,19.51,1.597,1.0121
2025-01-04 22:00:00,18.82,2.149,1.01257
2025-01-04 23:00:00,18.44,2.054,1.0089
2025-01-05 00:00:00,15.68,0.933,1.00735
2025-01-05 01:00:00,15.96,0.781,1.00478
2025-01-05 02:00:00,16.57,0.94,1.0090700000000001
2025-01-05 03:00:00,17.48,0.965,1.00803
2025-01-05 04:00:00,18.63,1.005,1.00491
2025-01-05 05:00:00,19.95,1.197,1.01038
2025-01-05 06:00:00,21.35,1.207,1.00709
2025-01-05 07:00:00,22.76,1.334,1.0079099999999999
2025-01-05 08:00:00,24.08,1.132,1.00752
2025-01-05 09:00:00,25.23,1.215,1.00872
2025-01-05 10:00:00,26.13,1.235,1.00767
2025-01-05 11:00:00,26.74,1.481,1.00469
2025-01-05 12:00:00,27.03,1.286,1.00827
2025-01-05 13:00:00,26.97,1.333,1.00499
2025-01-05 14:00:00,26.58,1.34,1.00285
2025-01-05 15:00:00,25.9,1.361,1.0061
2025-01-05 16:00:00,24.98,1.996,1.00545
2025-01-05 17:00:00,23.89,1.435,1.0053400000000001
2025-01-05 18:00:00,22.7,1.479,1.0055399999999999
2025-01-05 19:00:00,21.52,1.889,1.00129
2025-01-05 20:00:00,20.43,2.071,1.00833
2025-01-05 21:00:00,19.51,1.917,1.00441
2025-01-05 22:00:00,18.82,1.715,1.00417
2025-01-05 23:00:00,18.44,2.155,1.0036100000000001
2025-01-06 00:00:00,15.68,1.008,1.00475
2025-01-06 01:00:00,15.96,1.017,1.0038500000000001
2025-01-06 02:00:00,16.57,1.213,1.00414
2025-01-06 03:00:00,17.48,0.875,1.00408
2025-01-06 04:00:00,18.63,0.907,1.00485
2025-01-06 05:00:00,19.95,1.081,1.00386
2025-01-06 06:00:00,21.35,1.112,1.00371
2025-01-06 07:00:00,22.76,1.481,1.00248
2025-01-06 08:00:00,24.08,1.26,1.00117
2025-01-06 09:00:00,25.23,1.144,1.00163
2025-01-06 10:00:00,26.13,1.241,1.0035800000000001
2025-01-06 11:00:00,26.74,1.55,1.0021499999999999
2025-01-06 12:00:00,27.03,1.329,1.00353
2025-01-06 13:00:00,26.97,1.385,0.99936
2025-01-06 14:00:00,26.58,1.436,1.00209
2025-01-06 15:00:00,25.9,1.941,1.00281
2025-01-06 16:00:00,24.98,1.385,1.00425
2025-01-06 17:00:00,23.89,1.603,1.00594
2025-01-06 18:00:00,22.7,1.514,1.00598
2025-01-06 19:00:00,21.52,1.589,1.00133
2025-01-06 20:00:00,20.43,2.055,0.99993
2025-01-06 21:00:00,19.51,1.83,1.00372
2025-01-06 22:00:00,18.82,1.937,1.00597
2025-01-06 23:00:00,18.44,1.732,1.00085
2025-01-07 00:00:00,15.68,0.762,1.0058799999999999
2025-01-07 01:00:00,15.96,0.922,1.00718
2025-01-07 02:00:00,16.57,1.389,1.00836
2025-01-07 03:00:00,17.48,0.88,1.00675
2025-01-07 04:00:00,18.63,0.932,1.00436
2025-01-07 05:00:00,19.95,0.975,1.0030599999999998
2025-01-07 06:00:00,21.35,1.075,1.0055399999999999
2025-01-07 07:00:00,22.76,1.037,1.0035399999999999
2025-01-07 08:00:00,24.08,1.412,1.01045
2025-01-07 09:00:00,25.23,1.238,1.00843
2025-01-07 10:00:00,26.13,1.242,1.0091
2025-01-07 11:00:00,26.74,1.271,1.00827
2025-01-07 12:00:00,27.03,1.635,1.0084199999999999
2025-01-07 13:00:00,26.97,1.325,1.00847
2025-01-07 14:00:00,26.58,1.711,1.01295
2025-01-07 15:00:00,25.9,1.892,1.01068
2025-01-07 16:00:00,24.98,1.474,1.00946
2025-01-07 17:00:00,23.89,1.724,1.01119
2025-01-07 18:00:00,22.7,2.013,1.01268
2025-01-07 19:00:00,21.52,1.708,1.00974
2025-01-07 20:00:00,20.43,1.765,1.01028
2025-01-07 21:00:00,19.51,2.049,1.01299
2025-01-07 22:00:00,18.82,1.773,1.00825
2025-01-07 23:00:00,18.44,1.906,1.01351
2025-01-01 00:00:00,15.9,1.122,1.00833
2025-01-01 01:00:00,16.22,0.811,1.01443
2025-01-01 02:00:00,16.86,1.119,1.0168
2025-01-01 03:00:00,17.81,0.979,1.01234
2025-01-01 04:00:00,18.99,1.219,1.00973
2025-01-01 05:00:00,20.35,1.107,1.0183
2025-01-01 06:00:00,21.79,1.676,1.0156
2025-01-01 07:00:00,23.24,1.114,1.01853
2025-01-01 08:00:00,24.59,1.064,1.01826
2025-01-01 09:00:00,25.78,1.119,1.01766
2025-01-01 10:00:00,26.72,2.36,1.01912
2025-01-01 11:00:00,27.37,1.425,1.01728
2025-01-01 12:00:00,27.69,1.848,1.0179500000000001
2025-01-01 13:00:00,27.67,1.363,1.01688
2025-01-01 14:00:00,27.32,1.682,1.01557
2025-01-01 15:00:00,26.67,1.637,1.01806
2025-01-01 16:00:00,25.79,1.39,1.02099
2025-01-01 17:00:00,24.73,1.583,1.02377
2025-01-01 18:00:00,23.58,1.541,1.01798
2025-01-01 19:00:00,22.44,2.095,1.0195
2025-01-01 20:00:00,21.38,1.605,1.02108
2025-01-01 21:00:00,20.5,1.683,1.01899
2025-01-01 22:00:00,19.85,1.649,1.02149
2025-01-01 23:00:00,19.5,1.882,1.02154
2025-01-02 00:00:00,15.9,0.794,1.0187899999999999
2025-01-02 01:00:00,16.22,1.266,1.02313
2025-01-02 02:00:00,16.86,0.917,1.01695
2025-01-02 03:00:00,17.81,0.896,1.02162
2025-01-02 04:00:00,18.99,1.451,1.01956
2025-01-02 05:00:00,20.35,0.967,1.01927
2025-01-02 06:00:00,21.79,1.437,1.0203200000000001
2025-01-02 07:00:00,23.24,1.124,1.02474
2025-01-02 08:00:00,24.59,1.126,1.02387
2025-01-02 09:00:00,25.78,1.105,1.02161
2025-01-02 10:00:00,26.72,1.325,1.02427
2025-01-02 11:00:00,27.37,1.54,1.02287
2025-01-02 12:00:00,27.69,1.367,1.02092
2025-01-02 13:00:00,27.67,1.549,1.0230299999999999
2025-01-02 14:00:00,27.32,1.475,1.02122
2025-01-02 15:00:00,26.67,1.451,1.0259500000000001
2025-01-02 16:00:00,25.79,1.533,1.02239
2025-01-02 17:00:00,24.73,1.533,1.02397
2025-01-02 18:00:00,23.58,1.505,1.02723
2025-01-02 19:00:00,22.44,1.659,1.02209
2025-01-02 20:00:00,21.38,1.847,1.02228
2025-01-02 21:00:00,20.5,1.692,1.02348
2025-01-02 22:00:00,19.85,2.089,1.02447
2025-01-02 23:00:00,19.5,1.662,1.02625
2025-01-03 00:00:00,15.9,0.837,1.02288
2025-01-03 01:00:00,16.22,0.939,1.02152
2025-01-03 02:00:00,16.86,0.898,1.02227
2025-01-03 03:00:00,17.81,0.887,1.02217
2025-01-03 04:00:00,18.99,0.965,1.0196
2025-01-03 05:00:00,20.35,1.71,1.02318
2025-01-03 06:00:00,21.79,1.045,1.0192999999999999
2025-01-03 07:00:00,23.24,1.072,1.02095
2025-01-03 08:00:00,24.59,1.341,1.02304
2025-01-03 09:00:00,25.78,1.733,1.02133
2025-01-03 10:00:00,26.72,1.417,1.01973
2025-01-03 11:00:00,27.37,1.443,1.02037
2025-01-03 12:00:00,27.69,1.365,1.01901
2025-01-03 13:00:00,27.67,1.466,1.02008
2025-01-03 14:00:00,27.32,1.378,1.0196399999999999
2025-01-03 15:00:00,26.67,1.486,1.0158
2025-01-03 16:00:00,25.79,1.425,1.02003
2025-01-03 17:00:00,24.73,1.672,1.01816
2025-01-03 18:00:00,23.58,1.908,1.01817
2025-01-03 19:00:00,22.44,1.87,1.01844
2025-01-03 20:00:00,21.38,1.561,1.01748
2025-01-03 21:00:00,20.5,1.58,1.0179
2025-01-03 22:00:00,19.85,1.884,1.01467
2025-01-03 23:00:00,19.5,1.693,1.01766
2025-01-04 00:00:00,15.9,0.742,1.01921
2025-01-04 01:00:00,16.22,0.946,1.0128300000000001
2025-01-04 02:00:00,16.86,1.244,1.0164
2025-01-04 03:00:00,17.81,1.095,1.01437
2025-01-04 04:00:00,18.99,1.107,1.01099
2025-01-04 05:00:00,20.35,0.943,1.01188
2025-01-04 06:00:00,21.79,1.419,1.01685
2025-01-04 07:00:00,23.24,1.233,1.01549
2025-01-04 08:00:00,24.59,1.396,1.01455
2025-01-04 09:00:00,25.78,1.215,1.0141499999999999
2025-01-04 10:00:00,26.72,1.178,1.01366
2025-01-04 11:00:00,27.37,1.218,1.01667
2025-01-04 12:00:00,27.69,1.523,1.01347
2025-01-04 13:00:00,27.67,1.281,1.01336
2025-01-04 14:00:00,27.32,1.458,1.01325
2025-01-04 15:00:00,26.67,1.688,1.01173
2025-01-04 16:00:00,25.79,1.556,1.0114
2025-01-04 17:00:00,24.73,1.666,1.01351
2025-01-04 18:00:00,23.58,1.488,1.01412
2025-01-04 19:00:00,22.44,1.944,1.01257
2025-01-04 20:00:00,21.38,1.816,1.00643
2025-01-04 21:00:00,20.5,1.696,1.0087899999999999
2025-01-04 22:00:00,19.85,2.312,1.00852
2025-01-04 23:00:00,19.5,1.735,1.01055
2025-01-05 00:00:00,15.9,0.748,1.00908
2025-01-05 01:00:00,16.22,0.874,1.00847
2025-01-05 02:00:00,16.86,0.901,1.00626
2025-01-05 03:00:00,17.81,0.921,1.01204
2025-01-05 04:00:00,18.99,0.952,1.00821
2025-01-05 05:00:00,20.35,1.239,1.00941
2025-01-05 06:00:00,21.79,1.15,1.0059500000000001
2025-01-05 07:00:00,23.24,1.028,1.0046
2025-01-05 08:00:00,24.59,1.367,1.0087000000000002
2025-01-05 09:00:00,25.78,1.125,1.01029
2025-01-05 10:00:00,26.72,1.351,1.00522
2025-01-05 11:00:00,27.37,1.332,1.00708
2025-01-05 12:00:00,27.69,1.314,1.0030599999999998
2025-01-05 13:00:00,27.67,1.607,1.00577
2025-01-05 14:00:00,27.32,1.48,1.00825
2025-01-05 15:00:00,26.67,1.359,1.00533
2025-01-05 16:00:00,25.79,1.614,1.0042
2025-01-05 17:00:00,24.73,1.455,1.0078799999999999
2025-01-05 18:00:00,23.58,1.656,1.00199
2025-01-05 19:00:00,22.44,1.796,1.00452
2025-01-05 20:00:00,21.38,1.885,1.00457
2025-01-05 21:00:00,20.5,1.722,1.00343
2025-01-05 22:00:00,19.85,1.624,1.00367
2025-01-05 23:00:00,19.5,1.679,1.00149
2025-01-06 00:00:00,15.9,0.963,1.00367
2025-01-06 01:00:00,16.22,0.926,1.0032999999999999
2025-01-06 02:00:00,16.86,1.14,0.99999
2025-01-06 03:00:00,17.81,1.097,1.00383
2025-01-06 04:00:00,18.99,1.038,1.00291
2025-01-06 05:00:00,20.35,1.134,1.00402
2025-01-06 06:00:00,21.79,1.182,1.00573
2025-01-06 07:00:00,23.24,1.234,1.00343
2025-01-06 08:00:00,24.59,1.109,1.00331
2025-01-06 09:00:00,25.78,1.159,1.00535
2025-01-06 10:00:00,26.72,1.259,1.00565
2025-01-06 11:00:00,27.37,1.231,1.00147
2025-01-06 12:00:00,27.69,1.437,1.00202
2025-01-06 13:00:00,27.67,1.51,1.00244
2025-01-06 14:00:00,27.32,1.375,0.9999
2025-01-06 15:00:00,26.67,1.489,1.00364
2025-01-06 16:00:00,25.79,1.475,1.00298
2025-01-06 17:00:00,24.73,1.984,1.00308
2025-01-06 18:00:00,23.58,1.774,1.00543
2025-01-06 19:00:00,22.44,1.636,1.00762
2025-01-06 20:00:00,21.38,1.585,1.0082
2025-01-06 21:00:00,20.5,1.582,1.00925
2025-01-06 22:00:00,19.85,1.724,1.00792
2025-01-06 23:00:00,19.5,1.714,1.00436
2025-01-07 00:00:00,15.9,0.774,1.00548
2025-01-07 01:00:00,16.22,0.904,1.00166
2025-01-07 02:00:00,16.86,1.388,1.0034
2025-01-07 03:00:00,17.81,1.079,1.00877
2025-01-07 04:00:00,18.99,1.031,1.00412
2025-01-07 05:00:00,20.35,1.122,1.00938
2025-01-07 06:00:00,21.79,1.355,1.0064199999999999
2025-01-07 07:00:00,23.24,1.07,1.00636
2025-01-07 08:00:00,24.59,1.55,1.00465
2025-01-07 09:00:00,25.78,1.287,1.00878
2025-01-07 10:00:00,26.72,1.221,1.00573
2025-01-07 11:00:00,27.37,1.451,1.00827
2025-01-07 12:00:00,27.69,1.226,1.0079
2025-01-07 13:00:00,27.67,1.282,1.01069
2025-01-07 14:00:00,27.32,1.535,1.01108
2025-01-07 15:00:00,26.67,1.522,1.0094
2025-01-07 16:00:00,25.79,1.492,1.01133
2025-01-07 17:00:00,24.73,1.827,1.0122200000000001
2025-01-07 18:00:00,23.58,1.555,1.01328
2025-01-07 19:00:00,22.44,1.566,1.0078099999999999
2025-01-07 20:00:00,21.38,1.773,1.01185
2025-01-07 21:00:00,20.5,1.88,1.01417
2025-01-07 22:00:00,19.85,1.704,1.01311
2025-01-07 23:00:00,19.5,2.147,1.0139099999999999
2025-01-01 00:00:00,15.62,1.168,1.0135399999999999
2025-01-01 01:00:00,15.9,0.833,1.0133400000000001
2025-01-01 02:00:00,16.5,1.241,1.0132999999999999
2025-01-01 03:00:00,17.4,1.037,1.01467
2025-01-01 04:00:00,18.54,1.098,1.01425
2025-01-01 05:00:00,19.85,1.054,1.0158
2025-01-01 06:00:00,21.24,1.083,1.0142
2025-01-01 07:00:00,22.64,1.154,1.02037
2025-01-01 08:00:00,23.95,1.206,1.01535
2025-01-01 09:00:00,25.09,1.221,1.01811
2025-01-01 10:00:00,25.99,1.932,1.0172999999999999
2025-01-01 11:00:00,26.59,1.219,1.02025
2025-01-01 12:00:00,26.87,1.339,1.0153400000000001
2025-01-01 13:00:00,26.8,1.324,1.01697
2025-01-01 14:00:00,26.4,1.753,1.01665
2025-01-01 15:00:00,25.71,1.424,1.01475
2025-01-01 16:00:00,24.78,1.544,1.0193400000000001
2025-01-01 17:00:00,23.68,1.572,1.01942
2025-01-01 18:00:00,22.49,1.506,1.02165
2025-01-01 19:00:00,21.3,1.62,1.02084
2025-01-01 20:00:00,20.2,1.911,1.021
2025-01-01 21:00:00,19.26,1.969,1.01852
2025-01-01 22:00:00,18.57,1.798,1.02109
2025-01-01 23:00:00,18.18,1.799,1.0162
2025-01-02 00:00:00,15.62,0.867,1.02024
2025-01-02 01:00:00,15.9,0.862,1.02104
2025-01-02 02:00:00,16.5,1.264,1.02092
2025-01-02 03:00:00,17.4,1.418,1.02245
2025-01-02 04:00:00,18.54,1.076,1.02383
2025-01-02 05:00:00,19.85,1.101,1.02076
2025-01-02 06:00:00,21.24,1.037,1.01998
2025-01-02 07:00:00,22.64,1.186,1.01861
2025-01-02 08:00:00,23.95,1.112,1.02229
2025-01-02 09:00:00,25.09,1.294,1.02081
2025-01-02 10:00:00,25.99,1.299,1.02477
2025-01-02 11:00:00,26.59,1.183,1.02037
2025-01-02 12:00:00,26.87,1.579,1.02048
2025-01-02 13:00:00,26.8,1.367,1.02184
2025-01-02 14:00:00,26.4,1.595,1.02384
2025-01-02 15:00:00,25.71,1.38,1.0263
2025-01-02 16:00:00,24.78,1.411,1.0242
2025-01-02 17:00:00,23.68,1.434,1.02087
2025-01-02 18:00:00,22.49,1.577,1.02268
2025-01-02 19:00:00,21.3,1.792,1.02129
